value,type,question,a,b,c,d,e,truth
c,a,【Zhou Mengdang】和【Cui Shouheng】不存在的关系是什么？,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is admirer of Cui Shouheng,,d
c,a,【Zhou Mengdang】和【Wang Xi Yan】不存在的关系是什么？,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is employee of Wang Xi Yan,,d
c,a,【Zhou Mengdang】和【Bao Liu】的关系是什么？,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is Bao Liu's victim's family,Zhou Mengdang is child of Bao Liu,Zhou Mengdang is future son in law of Bao Liu,,a
c,a,【Cui Yannan】和【Yu Sunian】不存在的关系是什么？,Yu Sunian is friend of Cui Yannan,Yu Sunian is lover of Cui Yannan,Yu Sunian is teacher of Cui Yannan,Cui Yannan is Yu Sunian's enemy's family,,d
c,a,【Cui Yannan】和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is aunt and step-mother of Cui Yannan,Cui Yannan is mentor and quest companion of Wang Xi Yan,Cui Yannan is quest companion and employer of Wang Xi Yan,Cui Yannan is employer and guard of Wang Xi Yan,,a
c,a,【Cui Yannan】和【Bao Gan】的关系是什么？,Bao Gan is servant and friend of Cui Yannan,Cui Yannan is granddaughter and grandchild of Bao Gan,Cui Yannan is grandchild and fiance of Bao Gan,Cui Yannan is fiance and lover of Bao Gan,,a
a,a,【Zhou Mengdang】被谁杀死的？,Zhou Chitong,Xi Yan,Yu Sunian,Tian Chou,,d
b,a,【Zhou Mengdang】是怎么死的？,被弩枪射死的,被拳头打死的,被毒药毒死的,被水淹死的,,a
b,a,凶手杀【Zhou Mengdang】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Zhou Mengdang】什么人？,仇人,同事,朋友,上级,,a
b,a,【Zhou Mengdang】是在哪里被杀死的？,船上,南院,山上,河边,,a
b,b,请选出你最怀疑杀死【Zhou Mengdang】的两个人,Zhou Chitong,Xi Yan,Tian Chou,Yu Sunian,Yannan,c
a,a,Bao Liu(Yu Shi)被谁杀死的？,Yu Sunian,Xi Yan,Xi Yan,Tian Chou,,d
b,a,Bao Liu(Yu Shi)是怎么死的？,用枪杀死的,被拳头打死的,用石头砸死的,被水淹死的,,c
b,a,凶手杀Bao Liu(Yu Shi)的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人Bao Liu(Yu Shi)什么人？,仇人,母亲,律师,医生,,a
b,a,Bao Liu(Yu Shi)是在哪里被杀死的？,南院,船上,河边,山上,,a
b,b,请选出你最怀疑杀死Bao Liu(Yu Shi)的两个人,Tian Chou,Zhou Chitong,Yu Sunian,Xi Yan,Yannan,a
a,a,【Cui Shouheng】被谁杀死的？,Zhou Chitong,Yu Sunian,Xi Yan,Tian Chou,,b
b,a,【Cui Shouheng】是怎么死的？,被弩枪射死的,被毒药毒死的,用机关杀死的,被水淹死的,,c
b,a,凶手杀【Cui Shouheng】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Cui Shouheng】什么人？,仇人,同事,朋友,上级,,a
b,a,【Cui Shouheng】是在哪里被杀死的？,家主房,南院,船上,河边,,a
b,b,请选出你最怀疑杀死【Cui Shouheng】的两个人,Zhou Chitong,Xi Yan,Tian Chou,Yu Sunian,Yannan,d
a,a,Taitai(Wang Xi Rong)被谁杀死的？,Yu Sunian,Xi Yan,Zhou Chitong,Tian Chou,,a
b,a,Taitai(Wang Xi Rong)是怎么死的？,被毒药毒死的,被拳头打死的,用石头砸死的,被水淹死的,,a
b,a,凶手杀Taitai(Wang Xi Rong)的动机是什么？,情杀,仇杀,利益,误杀,,d
b,a,凶手是被害人Taitai(Wang Xi Rong)什么人？,下属,母亲,律师,医生,,a
b,a,Taitai(Wang Xi Rong)是在哪里被杀死的？,屋子里,山上,船上,河边,,a
b,b,请选出你最怀疑杀死Taitai(Wang Xi Rong)的两个人,Tian Chou,Zhou Chitong,Yu Sunian,Xi Yan,Yannan,c
b,a,【Yu Sunian】和【Yannan】真实关系是什么？,师生关系,恋人关系,没有关系,兄妹关系,,b
b,a,【Zhou Chitong】和【Tian Chou】真实关系是什么？,没有关系,恋人关系,Tian Chou在利用Zhou Chitong,兄妹关系,,c
c,a,Bao Liu(Yu Shi)和【Tian Chou】不存在的关系是什么？,Tian Chou is friend of Yu Shi,Tian Chou is helped by Yu Shi,Tian Chou is betrayed by Yu Shi,Yu Shi is mother of Tian Chou,,d
c,a,Bao Liu(Yu Shi)和【Wang Xi Rong】的关系是什么？,Wang Xi Rong is master and helper of Yu Shi,Yu Shi is jealous by x and adoptive father of Wang Xi Rong,Yu Shi is adoptive father and future son in law of Wang Xi Rong,Yu Shi is future son in law and adversary of Wang Xi Rong,,a
c,a,Bao Liu(Yu Shi)和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is master and bully of Yu Shi,Yu Shi is schoolmate and grandchild of Wang Xi Yan,Yu Shi is grandchild and father in law of Wang Xi Yan,Yu Shi is father in law and future mother in law of Wang Xi Yan,,a
c,a,【Zhou Mengdang】和【Cui Shouheng】不存在的关系是什么？,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is step-mother of Cui Shouheng,,d
c,a,【Zhou Mengdang】和【Wang Xi Yan】不存在的关系是什么？,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is younger sister of Wang Xi Yan,,d
c,a,【Zhou Mengdang】和【Bao Liu】的关系是什么？,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is future son in law of Bao Liu,Zhou Mengdang is perpetrator of Bao Liu's family,Zhou Mengdang is betrayed by Bao Liu,,a
c,a,Taitai(Wang Xi Rong)和【Bao Liu】的关系是什么？,Bao Liu is helped by x and servant of Taitai,Taitai is suspect to x and fiancee of Bao Liu,Taitai is fiancee and grandson of Bao Liu,Taitai is grandson and grandparent of Bao Liu,,a
c,a,Taitai(Wang Xi Rong)和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is sister and co-wives of Taitai,Taitai is bully and creditor of Wang Xi Yan,Taitai is creditor and rebellion against x of Wang Xi Yan,Taitai is rebellion against x and schoolmate of Wang Xi Yan,,a
c,a,Taitai(Wang Xi Rong)和【Wang Shunming】的关系是什么？,Wang Shunming is father of Taitai,Taitai is romantic relationships with Wang Shunming,Taitai is ex-husband of Wang Shunming,Taitai is deceived by Wang Shunming,,a
c,a,【Cui Shouheng】和【Zhou Mengdang】不存在的关系是什么？,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is son in law of Zhou Mengdang,,d
c,a,【Cui Shouheng】和【Zhou Chitong】不存在的关系是什么？,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is grandson of Zhou Chitong,,d
c,a,【Cui Shouheng】和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is superior and master of Wang Xi Yan,Cui Shouheng is master and spy of Wang Xi Yan,Cui Shouheng is spy and perpetrator 's family of Wang Xi Yan,,a
a,a,【Zhou Mengdang】被谁杀死的？,Zhou Lianyi,Xi Yan,Yu Sunian,Tian Chou,,d
b,a,【Zhou Mengdang】是怎么死的？,被弩枪射死的,被拳头打死的,被毒药毒死的,被水淹死的,,a
b,a,凶手杀【Zhou Mengdang】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Zhou Mengdang】什么人？,仇人,同事,朋友,上级,,a
b,a,【Zhou Mengdang】是在哪里被杀死的？,船上,南院,山上,河边,,a
b,b,请选出你最怀疑杀死【Zhou Mengdang】的两个人,Zhou Lianyi,Xi Yan,Tian Chou,Yu Sunian,Yannan,c
a,a,Bao Liu(Yu Shi)被谁杀死的？,Yu Sunian,Xi Yan,Xi Yan,Tian Chou,,d
b,a,Bao Liu(Yu Shi)是怎么死的？,用枪杀死的,被拳头打死的,用石头砸死的,被水淹死的,,c
b,a,凶手杀Bao Liu(Yu Shi)的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人Bao Liu(Yu Shi)什么人？,仇人,母亲,律师,医生,,a
b,a,Bao Liu(Yu Shi)是在哪里被杀死的？,南院,船上,河边,山上,,a
b,b,请选出你最怀疑杀死Bao Liu(Yu Shi)的两个人,Tian Chou,Zhou Lianyi,Yu Sunian,Xi Yan,Yannan,a
a,a,【Cui Shouheng】被谁杀死的？,Zhou Lianyi,Yu Sunian,Xi Yan,Tian Chou,,b
b,a,【Cui Shouheng】是怎么死的？,被弩枪射死的,被毒药毒死的,用机关杀死的,被水淹死的,,c
b,a,凶手杀【Cui Shouheng】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Cui Shouheng】什么人？,仇人,同事,朋友,上级,,a
b,a,【Cui Shouheng】是在哪里被杀死的？,家主房,南院,船上,河边,,a
b,b,请选出你最怀疑杀死【Cui Shouheng】的两个人,Zhou Lianyi,Xi Yan,Tian Chou,Yu Sunian,Yannan,d
a,a,Taitai(Wang Xi Rong)被谁杀死的？,Yu Sunian,Xi Yan,Zhou Lianyi,Tian Chou,,a
b,a,Taitai(Wang Xi Rong)是怎么死的？,被毒药毒死的,被拳头打死的,用石头砸死的,被水淹死的,,a
b,a,凶手杀Taitai(Wang Xi Rong)的动机是什么？,情杀,仇杀,利益,误杀,,d
b,a,凶手是被害人Taitai(Wang Xi Rong)什么人？,下属,母亲,律师,医生,,a
b,a,Taitai(Wang Xi Rong)是在哪里被杀死的？,屋子里,山上,船上,河边,,a
b,b,请选出你最怀疑杀死Taitai(Wang Xi Rong)的两个人,Tian Chou,Zhou Lianyi,Yu Sunian,Xi Yan,Yannan,c
b,a,【Yu Sunian】和【Yannan】真实关系是什么？,师生关系,恋人关系,没有关系,兄妹关系,,b
c,a,Bao Liu(Yu Shi)和【Tian Chou】不存在的关系是什么？,Tian Chou is friend of Bao Liu(Yu Shi),Tian Chou is helped by Bao Liu(Yu Shi),Tian Chou is betrayed by Bao Liu(Yu Shi),Bao Liu(Yu Shi) is future son in law of Tian Chou,,d
c,a,Bao Liu(Yu Shi)和【Wang Xi Rong】的关系是什么？,Wang Xi Rong is master and helper of Bao Liu(Yu Shi),Bao Liu(Yu Shi) is ex-wife and bully of Wang Xi Rong,Bao Liu(Yu Shi) is bully and future mother in law of Wang Xi Rong,Bao Liu(Yu Shi) is future mother in law and relative of Wang Xi Rong,,a
c,a,Bao Liu(Yu Shi)和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is master and bully of Bao Liu(Yu Shi),Bao Liu(Yu Shi) is father and adoptive sister of Wang Xi Yan,Bao Liu(Yu Shi) is adoptive sister and father in law of Wang Xi Yan,Bao Liu(Yu Shi) is father in law and boyfriend of Wang Xi Yan,,a
c,a,【Zhou Mengdang】和【Cui Shouheng】不存在的关系是什么？,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is in the lawsuit against Cui Shouheng,,d
c,a,【Zhou Mengdang】和【Wang Xi Yan】不存在的关系是什么？,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is master of Wang Xi Yan,,d
c,a,【Zhou Mengdang】和【Bao Liu】的关系是什么？,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is business partner of Bao Liu,Zhou Mengdang is adoptive brother of Bao Liu,Zhou Mengdang is debtor of Bao Liu,,a
c,a,Taitai(Wang Xi Rong)和【Bao Liu】的关系是什么？,Bao Liu is helped by x and servant of Taitai,Taitai is step-brother and subject of investigation for x of Bao Liu,Taitai is subject of investigation for x and future daughter in law of Bao Liu,Taitai is future daughter in law and unsuccessful helper of Bao Liu,,a
c,a,Taitai(Wang Xi Rong)和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is sister and co-wives of Taitai,Taitai is jealous by x and doctor of Wang Xi Yan,Taitai is doctor and friend of Wang Xi Yan,Taitai is friend and perpetrator of Wang Xi Yan,,a
c,a,Taitai(Wang Xi Rong)和【Wang Shunming】的关系是什么？,Wang Shunming is father of Taitai,Taitai is product provider of Wang Shunming,Taitai is perpetrator of Wang Shunming,Taitai is girlfriend of Wang Shunming,,a
c,a,【Cui Shouheng】和【Zhou Mengdang】不存在的关系是什么？,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is ex-husband of Zhou Mengdang,,d
c,a,【Cui Shouheng】和【Zhou Chitong】不存在的关系是什么？,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is elder brother of Zhou Chitong,,d
c,a,【Cui Shouheng】和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is victim and adversary of Wang Xi Yan,Cui Shouheng is adversary and helper of Wang Xi Yan,Cui Shouheng is helper and murderer of Wang Xi Yan,,a
c,a,【Tian Chou】和【Bao Liu】不存在的关系是什么？,Bao Liu is friend of Tian Chou,Bao Liu is helper of Tian Chou,Bao Liu is Tian Chou's enemy's family,Tian Chou is service provider of Bao Liu,,d
c,a,【Tian Chou】和【Zhou Chitong】不存在的关系是什么？,Zhou Chitong is helper of Tian Chou,Zhou Chitong is Tian Chou's enemy's family,Zhou Chitong is informant of Tian Chou,Tian Chou is business partner of Zhou Chitong,,d
c,a,【Tian Chou】和【Zhou Mengdang】不存在的关系是什么？,Zhou Mengdang is enemy of Tian Chou,Zhou Mengdang is perpetrator of Tian Chou,Zhou Mengdang is perpetrator of Tian Chou's family,Tian Chou is student of Zhou Mengdang,,d
a,a,【Cui Shouheng】被谁杀死的？,Zhou Chitong,Yu Sunian,Yannan,Xi Yan,,b
b,a,【Cui Shouheng】是怎么死的？,被弩枪射死的,被毒药毒死的,用机关杀死的,被水淹死的,,c
b,a,凶手杀【Cui Shouheng】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Cui Shouheng】什么人？,仇人,同事,朋友,上级,,a
b,a,【Cui Shouheng】是在哪里被杀死的？,家主房,南院,船上,河边,,a
b,b,请选出你最怀疑杀死【Cui Shouheng】的两个人,Zhou Chitong,Yannan,Xi Yan,Yu Sunian,Zhou Lianyi,d
a,a,Taitai(Wang Xi Rong)被谁杀死的？,Yu Sunian,Yannan,Zhou Chitong,Xi Yan,,a
b,a,Taitai(Wang Xi Rong)是怎么死的？,被毒药毒死的,被拳头打死的,用石头砸死的,被水淹死的,,a
b,a,凶手杀Taitai(Wang Xi Rong)的动机是什么？,情杀,仇杀,利益,误杀,,d
b,a,凶手是被害人Taitai(Wang Xi Rong)什么人？,下属,母亲,律师,医生,,a
b,a,Taitai(Wang Xi Rong)是在哪里被杀死的？,屋子里,山上,船上,河边,,a
b,b,请选出你最怀疑杀死Taitai(Wang Xi Rong)的两个人,Xi Yan,Zhou Chitong,Yu Sunian,Yannan,Zhou Lianyi,c
b,a,【Yu Sunian】和【Zhou Lianyi】真实关系是什么？,师生关系,恋人关系,没有关系,兄妹关系,,b
c,a,【Zhou Chitong】和【Cui Shouheng】不存在的关系是什么？,Cui Shouheng is helper of Zhou Chitong,Cui Shouheng is superior of Zhou Chitong,Cui Shouheng is deceived by Zhou Chitong,Zhou Chitong is younger sister of Cui Shouheng,,d
c,a,【Zhou Chitong】和【Tian Chou】不存在的关系是什么？,Tian Chou is helped by Zhou Chitong,Tian Chou is friend of Zhou Chitong,Tian Chou is admired by Zhou Chitong,Zhou Chitong is murderer of Tian Chou,,d
c,a,【Zhou Chitong】和【Yu Sunian】的关系是什么？,Yu Sunian is relative and friend of Zhou Chitong,Zhou Chitong is deceiver and murderer of Yu Sunian,Zhou Chitong is murderer and guard of Yu Sunian,Zhou Chitong is guard and bully of Yu Sunian,,a
c,a,Taitai(Wang Xi Rong)和【Bao Liu】的关系是什么？,Bao Liu is helped by x and servant of Taitai,Taitai is x's enemy's family and perpetrator of Bao Liu,Taitai is perpetrator and bully of Bao Liu,Taitai is bully and deceived by x of Bao Liu,,a
c,a,Taitai(Wang Xi Rong)和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is sister and co-wives of Taitai,Taitai is jealous and attempted murderer of Wang Xi Yan,Taitai is attempted murderer and hated by x of Wang Xi Yan,Taitai is hated by x and victim of Wang Xi Yan,,a
c,a,Taitai(Wang Xi Rong)和【Wang Shunming】的关系是什么？,Wang Shunming is father of Taitai,Taitai is host of Wang Shunming,Taitai is boyfriend of Wang Shunming,Taitai is lawyer of Wang Shunming,,a
c,a,【Cui Shouheng】和【Zhou Mengdang】不存在的关系是什么？,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is future father in law of Zhou Mengdang,,d
c,a,【Cui Shouheng】和【Zhou Chitong】不存在的关系是什么？,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is adoptive daughter of Zhou Chitong,,d
c,a,【Cui Shouheng】和【Wang Xi Yan】的关系是什么？,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is perpetrator and hated by x of Wang Xi Yan,Cui Shouheng is hated by x and lawyer of Wang Xi Yan,Cui Shouheng is lawyer and servant of Wang Xi Yan,,a
a,a,【Zhou Mengdang】被谁杀死的？,Zhou Chitong,Yannan,Yu Sunian,Tian Chou,,d
b,a,【Zhou Mengdang】是怎么死的？,被弩枪射死的,被拳头打死的,被毒药毒死的,被水淹死的,,a
b,a,凶手杀【Zhou Mengdang】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Zhou Mengdang】什么人？,仇人,同事,朋友,上级,,a
b,a,【Zhou Mengdang】是在哪里被杀死的？,船上,南院,山上,河边,,a
b,b,请选出你最怀疑杀死【Zhou Mengdang】的两个人,Zhou Chitong,Yannan,Tian Chou,Yu Sunian,Zhou Lianyi,c
a,a,【Bao Liu】被谁杀死的？,Yu Sunian,Yannan,Yannan,Tian Chou,,d
b,a,【Bao Liu】是怎么死的？,用枪杀死的,被拳头打死的,用石头砸死的,被水淹死的,,c
b,a,凶手杀【Bao Liu】的动机是什么？,情杀,仇杀,利益,误杀,,b
b,a,凶手是被害人【Bao Liu】什么人？,仇人,母亲,律师,医生,,a
b,a,【Bao Liu】是在哪里被杀死的？,南院,船上,河边,山上,,a
