value,type,question,a,b,c,d,e,truth
b,b,【Cheng Ge】是【Xinya】的儿子吗？,不是，是冒充的,是亲生儿子,,,b,
b,b,【Lv Mingran】被撤职的真相是什么？,被【Liao Gongzi】利用，被夺取了设计夺取“远亨罗氏”的码头并欠了一大笔钱,因为【Lv Mingran】不想做了,因为【Lv Mingran】岁数太大退休了,因为【Lv Mingran】意外死亡,,a
c,a,【Lv Mingran】和【Cheng Ge】不存在的关系是什么？,Cheng Ge is murderer of Lv Mingran,Cheng Ge is acquaintance of Lv Mingran,Cheng Ge is employee of Lv Mingran,Lv Mingran is half brother of Cheng Ge,,d
c,a,【Lv Mingran】和【Luo Hengli】的关系是什么？,Luo Hengli is superior and acquaintance of Lv Mingran,Lv Mingran is ex-romantic relationships with x and spy of Luo Hengli,Lv Mingran is spy and possibly family of Luo Hengli,Lv Mingran is possibly family and bully of Luo Hengli,,a
c,a,【Lv Mingran】和【Tan Renchang】的关系是什么？,Tan Renchang is employer and acquaintance of Lv Mingran,Lv Mingran is sister in law and father of Tan Renchang,Lv Mingran is father and daughter of Tan Renchang,Lv Mingran is daughter and secret admirer of Tan Renchang,,a
c,a,【Shang Zhi】和【Cheng Ge】的关系是什么？,Cheng Ge is cousin and acquaintance of Shang Zhi,Shang Zhi is betrayed by x and jealous by x of Cheng Ge,Shang Zhi is jealous by x and spy of Cheng Ge,Shang Zhi is spy and wife of Cheng Ge,,a
c,a,【Shang Zhi】和【Tan Renchang】的关系是什么？,Tan Renchang is uncle of Shang Zhi,Shang Zhi is secret crush of Tan Renchang,Shang Zhi is mentor of Tan Renchang,Shang Zhi is Tan Renchang's enemy's family,,a
c,a,【Shang Zhi】和【Mrs. Tan】的关系是什么？,Mrs. Tan is aunt of Shang Zhi,Shang Zhi is killed by Mrs. Tan,Shang Zhi is teacher of Mrs. Tan,Shang Zhi is lawyer of Mrs. Tan,,a
c,a,【Hong Er】和【Liao Xuehan】不存在的关系是什么？,Liao Xuehan is manipulator of Hong Er,Liao Xuehan is creditor of Hong Er,Liao Xuehan is helper of Hong Er,Hong Er is nephew of Liao Xuehan,,d
c,a,【Hong Er】和【Cheng Ge】的关系是什么？,Cheng Ge is murderer of Hong Er,Hong Er is messenger of Cheng Ge,Hong Er is grandfather of Cheng Ge,Hong Er is biological mother of Cheng Ge,,a
c,a,【Hong Er】和【Xinya】的关系是什么？,Xinya is mother of Hong Er,Hong Er is doctor of Xinya,Hong Er is employee of Xinya,Hong Er is colleague of Xinya,,a
c,a,【Julie】和【Dr. Zhan】的关系是什么？,Dr. Zhan is husband of Julie,Julie is half brother of Dr. Zhan,Julie is subject of investigation for Dr. Zhan,Julie is daughter in law of Dr. Zhan,,a
c,a,【Julie】和【Liao Xuehan】的关系是什么？,Liao Xuehan is helped by Julie,Julie is messenger of Liao Xuehan,Julie is betrayed by Liao Xuehan,Julie is minion of Liao Xuehan,,a
c,a,【Julie】和【Hai You】的关系是什么？,Hai You is helper of Julie,Julie is liked by Hai You,Julie is dislike of Hai You,Julie is guard of Hai You,,a
c,a,【Tan Renchang】和【谭Shang Zhi】的关系是什么？,谭Shang Zhi is deceived by x and nephew of Tan Renchang,Tan Renchang is classmate and ex-romantic relationships with x of 谭Shang Zhi,Tan Renchang is ex-romantic relationships with x and neighbour of 谭Shang Zhi,Tan Renchang is neighbour and saviour of 谭Shang Zhi,,a
c,a,【Tan Renchang】和【Lv Mingran】的关系是什么？,Lv Mingran is acquaintance and employee of Tan Renchang,Tan Renchang is secret admirer and admirer of Lv Mingran,Tan Renchang is admirer and half sister of Lv Mingran,Tan Renchang is half sister and rival of Lv Mingran,,a
c,a,【Tan Renchang】和【Cheng Ge】的关系是什么？,Cheng Ge is adoptive son and deceiver of Tan Renchang,Tan Renchang is patient and fiancee of Cheng Ge,Tan Renchang is fiancee and host of Cheng Ge,Tan Renchang is host and ex-wife of Cheng Ge,,a
c,a,【Mrs. Tan】和【Shang Zhi】的关系是什么？,Shang Zhi is nephew and relative of Mrs. Tan,Mrs. Tan is landlord and manipulator of Shang Zhi,Mrs. Tan is manipulator and rival of Shang Zhi,Mrs. Tan is rival and fiance of Shang Zhi,,a
c,a,【Mrs. Tan】和【谭Shang Zhi】的关系是什么？,谭Shang Zhi is deceived by x and nephew of Mrs. Tan,Mrs. Tan is liked by x and seller of 谭Shang Zhi,Mrs. Tan is seller and guard of 谭Shang Zhi,Mrs. Tan is guard and wife of 谭Shang Zhi,,a
c,a,【Mrs. Tan】和【Lv Mingran】的关系是什么？,Lv Mingran is extramarital affair with x and acquaintance of Mrs. Tan,Mrs. Tan is subject of investigation for x and patient of Lv Mingran,Mrs. Tan is patient and manipulated by x of Lv Mingran,Mrs. Tan is manipulated by x and manipulator of Lv Mingran,,a
