value,type,question,a,b,c,d,e,truth
c,a,What is the non-existent relationship between Gu Yu and Lin Xi?,Lin Xi is ex-girlfriend of Gu Yu,Lin Xi is fondness of Gu Yu,Lin Xi is friend of Gu Yu,Gu Yu is betrayer of Lin Xi,,d
c,a,What is the relationship between Gu Yu and Chen Jingwen?,Chen Jingwen is romantic relationships with x and hate of Gu Yu,Gu Yu is superior and employer of Chen Jingwen,Gu Yu is employer and sister of Chen Jingwen,Gu Yu is sister and mother of Chen Jingwen,,a
c,a,What is the relationship between Gu Yu and Gu Minghe?,Gu Minghe is father and superior of Gu Yu,Gu Yu is sworn brother and co-wives of Gu Minghe,Gu Yu is co-wives and perpetrator 's family of Gu Minghe,Gu Yu is perpetrator 's family and secret admirer of Gu Minghe,,a
c,a,What is the relationship between Gu Minghe and Gu Yu?,Gu Yu is subordinate and son of Gu Minghe,Gu Minghe is concubine and victim of Gu Yu,Gu Minghe is victim and saviour of Gu Yu,Gu Minghe is saviour and enemy of Gu Yu,,a
c,a,What is the relationship between Gu Minghe and Shen Cheng?,Shen Cheng is hate of Gu Minghe,Gu Minghe is son of Shen Cheng,Gu Minghe is nephew of Shen Cheng,Gu Minghe is secret admirer of Shen Cheng,,a
c,a,What is the relationship between Gu Minghe and Gu Qing?,Gu Qing is daughter of Gu Minghe,Gu Minghe is saved by Gu Qing,Gu Minghe is perpetrator of Gu Qing,Gu Minghe is rebellion against Gu Qing,,a
a,a,Who killed Gu Minghe?,Lin Xi,Lin Xi,Shen Cheng,Chen Jingwen,,b
b,a,How did Gu Minghe die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What is the motive behind the killer killing Gu Minghe?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Gu Minghe. Who is that?,Son,father,lawyer,Enemies,,d
b,a,Where was Gu Minghe killed?,Office building,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Gu Minghe,Lin Xi,Lin Yang,Shen Cheng,Chen Jingwen,Lin Xi,e
c,a,What is the non-existent relationship between Lin Xi and Gu Qing?,Gu Qing is rival in love of Lin Xi,Gu Qing is dislike of Lin Xi,Gu Qing is friend of Lin Xi,Lin Xi is step-daughter of Gu Qing,,d
c,a,What is the relationship between Lin Xi and Lin Yang?,Lin Yang is adoptive brother and hate of Lin Xi,Lin Xi is subordinate and tenant of Lin Yang,Lin Xi is tenant and concubine of Lin Yang,Lin Xi is concubine and ex-wife of Lin Yang,,a
c,a,What is the relationship between Lin Xi and Chen Jingwen?,Chen Jingwen is acquaintance and rival in love of Lin Xi,Lin Xi is nephew and relative of Chen Jingwen,Lin Xi is relative and future daughter in law of Chen Jingwen,Lin Xi is future daughter in law and son in law of Chen Jingwen,,a
c,a,What is the relationship between Lin Tong and Shen Cheng?,Shen Cheng is father of Lin Tong,Lin Tong is informant of Shen Cheng,Lin Tong is manipulator of Shen Cheng,Lin Tong is rival of Shen Cheng,,a
c,a,What is the relationship between Lin Tong and Qin Siqi?,Qin Siqi is mother of Lin Tong,Lin Tong is seller of Qin Siqi,Lin Tong is girlfriend of Qin Siqi,Lin Tong is co-wives of Qin Siqi,,a
c,a,What is the relationship between Lin Tong and Su Yang?,Su Yang is ex-boyfriend of Lin Tong,Lin Tong is subject of investigation for Su Yang,Lin Tong is brother of Su Yang,Lin Tong is minion of Su Yang,,a
c,a,What is the non-existent relationship between Lin Weiren and Shen Cheng?,Shen Cheng is employee of Lin Weiren,Shen Cheng is hate of Lin Weiren,Shen Cheng is servant of Lin Weiren,Lin Weiren is biological father of Shen Cheng,,d
c,a,What is the non-existent relationship between Lin Weiren and Su Yang?,Su Yang is student of Lin Weiren,Su Yang is dislike of Lin Weiren,Su Yang is hate of Lin Weiren,Lin Weiren is admirer of Su Yang,,d
c,a,What is the relationship between Lin Weiren and Lin Yang?,Lin Yang is son and adoptive son of Lin Weiren,Lin Weiren is suspicious and rival of Lin Yang,Lin Weiren is rival and informant of Lin Yang,Lin Weiren is informant and murderer of Lin Yang,,a
c,a,What is the non-existent relationship between Gu Yu and Lin Xi?,Lin Xi is ex-girlfriend of Gu Yu,Lin Xi is fondness of Gu Yu,Lin Xi is friend of Gu Yu,Gu Yu is step-mother of Lin Xi,,d
c,a,What is the relationship between Gu Yu and Chen Jingwen?,Chen Jingwen is romantic relationships with x and hate of Gu Yu,Gu Yu is mentor and landlord of Chen Jingwen,Gu Yu is landlord and neighbour of Chen Jingwen,Gu Yu is neighbour and informant of Chen Jingwen,,a
c,a,What is the relationship between Gu Yu and Gu Minghe?,Gu Minghe is father and superior of Gu Yu,Gu Yu is secret admirer and x's victim's family of Gu Minghe,Gu Yu is x's victim's family and betrayer of Gu Minghe,Gu Yu is betrayer and jealous by x of Gu Minghe,,a
c,a,What is the relationship between Gu Minghe and Gu Yu?,Gu Yu is subordinate and son of Gu Minghe,Gu Minghe is betrayer and in the lawsuit against x of Gu Yu,Gu Minghe is in the lawsuit against x and rival of Gu Yu,Gu Minghe is rival and host of Gu Yu,,a
c,a,What is the relationship between Gu Minghe and Shen Cheng?,Shen Cheng is hate of Gu Minghe,Gu Minghe is step-mother of Shen Cheng,Gu Minghe is cousin of Shen Cheng,Gu Minghe is biological daughter of Shen Cheng,,a
c,a,What is the relationship between Gu Minghe and Gu Qing?,Gu Qing is daughter of Gu Minghe,Gu Minghe is tenant of Gu Qing,Gu Minghe is bully of Gu Qing,Gu Minghe is debtor of Gu Qing,,a
a,a,Who killed Lin Weiren?,Lin Xi,Shen Cheng,Su Yang,Chen Jingwen,,c
b,a,How did Lin Weiren die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer's murder of Lin Weiren?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim [Lin Weiren]. Who is it?,Son,father,lawyer,Superior,,d
b,a,Where was Lin Weiren killed?,study,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Lin Weiren,Lin Xi,Shen Cheng,Su Yang,Chen Jingwen,Gu Yu,c
a,a,Who killed Gu Minghe?,Lin Xi,Lin Xi,Su Yang,Chen Jingwen,,b
b,a,How did Gu Minghe die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What is the motive behind the killer killing Gu Minghe?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Gu Minghe. Who is that?,Son,father,lawyer,Enemies,,d
b,a,Where was Gu Minghe killed?,Office building,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Gu Minghe,Lin Xi,Shen Cheng,Su Yang,Chen Jingwen,Lin Xi,e
c,a,What is the non-existent relationship between Lin Xi and Gu Qing?,Gu Qing is rival in love of Lin Xi,Gu Qing is dislike of Lin Xi,Gu Qing is friend of Lin Xi,Lin Xi is mother in law of Gu Qing,,d
c,a,What is the relationship between Lin Xi and Lin Yang?,Lin Yang is adoptive brother and hate of Lin Xi,Lin Xi is crime partner and seller of Lin Yang,Lin Xi is seller and customer of Lin Yang,Lin Xi is customer and informant of Lin Yang,,a
c,a,What is the relationship between Lin Xi and Chen Jingwen?,Chen Jingwen is acquaintance and rival in love of Lin Xi,Lin Xi is twin brother and adoptive brother of Chen Jingwen,Lin Xi is adoptive brother and doctor of Chen Jingwen,Lin Xi is doctor and ex-husband of Chen Jingwen,,a
c,a,What is the non-existent relationship between Lin Weiren and Shen Cheng?,Shen Cheng is employee of Lin Weiren,Shen Cheng is hate of Lin Weiren,Shen Cheng is servant of Lin Weiren,Lin Weiren is helped by Shen Cheng,,d
c,a,What is the non-existent relationship between Lin Weiren and Su Yang?,Su Yang is student of Lin Weiren,Su Yang is dislike of Lin Weiren,Su Yang is hate of Lin Weiren,Lin Weiren is patient of Su Yang,,d
c,a,What is the relationship between Lin Weiren and Lin Yang?,Lin Yang is son and adoptive son of Lin Weiren,Lin Weiren is customer and romantic relationships with x of Lin Yang,Lin Weiren is romantic relationships with x and bully of Lin Yang,Lin Weiren is bully and secret crush of Lin Yang,,a
c,a,What is the relationship between Gu Minghe and Gu Yu?,Gu Yu is subordinate and son of Gu Minghe,Gu Minghe is lover and deceiver of Gu Yu,Gu Minghe is deceiver and helper of Gu Yu,Gu Minghe is helper and admired by x of Gu Yu,,a
c,a,What is the relationship between Gu Minghe and Shen Cheng?,Shen Cheng is hate of Gu Minghe,Gu Minghe is fiance of Shen Cheng,Gu Minghe is adoptive daughter of Shen Cheng,Gu Minghe is elder brother of Shen Cheng,,a
c,a,What is the relationship between Gu Minghe and Gu Qing?,Gu Qing is daughter of Gu Minghe,Gu Minghe is boyfriend of Gu Qing,Gu Minghe is seeker of help from Gu Qing,Gu Minghe is deceived by Gu Qing,,a
a,a,Who killed Lin Weiren?,Lin Xi,Lin Yang,Su Yang,Chen Jingwen,,c
b,a,How did Lin Weiren die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer's murder of Lin Weiren?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim [Lin Weiren]. Who is it?,Son,father,lawyer,Superior,,d
b,a,Where was Lin Weiren killed?,study,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Lin Weiren,Lin Xi,Lin Yang,Su Yang,Chen Jingwen,Gu Yu,c
a,a,Who killed Gu Minghe?,Lin Xi,Lin Xi,Su Yang,Chen Jingwen,,b
b,a,How did Gu Minghe die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What is the motive behind the killer killing Gu Minghe?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Gu Minghe. Who is that?,Son,father,lawyer,Enemies,,d
b,a,Where was Gu Minghe killed?,Office building,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Gu Minghe,Lin Xi,Lin Yang,Su Yang,Chen Jingwen,Lin Xi,e
b,a, ,trust,Distrust,,,,a
c,a,What is the non-existent relationship between Lin Xi and Gu Qing?,Gu Qing is rival in love of Lin Xi,Gu Qing is dislike of Lin Xi,Gu Qing is friend of Lin Xi,Lin Xi is younger sister of Gu Qing,,d
c,a,What is the relationship between Lin Xi and Lin Yang?,Lin Yang is adoptive brother and hate of Lin Xi,Lin Xi is fiance and saviour of Lin Yang,Lin Xi is saviour and teacher of Lin Yang,Lin Xi is teacher and debtor of Lin Yang,,a
c,a,What is the relationship between Lin Xi and Chen Jingwen?,Chen Jingwen is acquaintance and rival in love of Lin Xi,Lin Xi is ex-romantic relationships with x and wife of Chen Jingwen,Lin Xi is wife and service provider of Chen Jingwen,Lin Xi is service provider and sister of Chen Jingwen,,a
c,a,What is the non-existent relationship between Lin Weiren and Shen Cheng?,Shen Cheng is employee of Lin Weiren,Shen Cheng is hate of Lin Weiren,Shen Cheng is servant of Lin Weiren,Lin Weiren is seeker of help from Shen Cheng,,d
c,a,What is the non-existent relationship between Lin Weiren and Su Yang?,Su Yang is student of Lin Weiren,Su Yang is dislike of Lin Weiren,Su Yang is hate of Lin Weiren,Lin Weiren is patient of Su Yang,,d
c,a,What is the relationship between Lin Weiren and Lin Yang?,Lin Yang is son and adoptive son of Lin Weiren,Lin Weiren is ex-wife and perpetrator of Lin Yang,Lin Weiren is perpetrator and wife of Lin Yang,Lin Weiren is wife and guest of Lin Yang,,a
c,a,What is the relationship between Su Yang and Gu Qing?,Gu Qing is acquaintance and secret admirer of Su Yang,Su Yang is disliked by x and creditor of Gu Qing,Su Yang is creditor and adoptive son of Gu Qing,Su Yang is adoptive son and grandmother of Gu Qing,,a
c,a,What is the relationship between Su Yang and Lin Xi?,Lin Xi is fiancee of Su Yang,Su Yang is jealous of Lin Xi,Su Yang is patient of Lin Xi,Su Yang is elder sister of Lin Xi,,a
c,a,What is the relationship between Su Yang and Lin Weiren?,Lin Weiren is teacher of Su Yang,Su Yang is sister of Lin Weiren,Su Yang is future daughter in law of Lin Weiren,Su Yang is service provider of Lin Weiren,,a
c,a,What is the relationship between Gu Minghe and Gu Yu?,Gu Yu is subordinate and son of Gu Minghe,Gu Minghe is schoolmate and neighbour of Gu Yu,Gu Minghe is neighbour and sworn brother of Gu Yu,Gu Minghe is sworn brother and suspicious of Gu Yu,,a
c,a,What is the relationship between Gu Minghe and Shen Cheng?,Shen Cheng is hate of Gu Minghe,Gu Minghe is grandfather of Shen Cheng,Gu Minghe is husband of Shen Cheng,Gu Minghe is student of Shen Cheng,,a
c,a,What is the relationship between Gu Minghe and Gu Qing?,Gu Qing is daughter of Gu Minghe,Gu Minghe is perpetrator of Gu Qing's family,Gu Minghe is in the lawsuit against Gu Qing,Gu Minghe is service provider of Gu Qing,,a
a,a,Who killed Lin Weiren's father?,Lin Yang,Shen Cheng,Su Yang,Chen Jingwen,,c
b,a,How did Lin Weiren's father die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer's father Lin Weiren's murder?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,"The perpetrator is the victim's father, Lin Weiren. Who is this?",Son,father,lawyer,Superior,,d
b,a,Where was Lin Weiren's father killed?,study,In the yard,On the mountain,Riverside,,a
b,b,"Please select the two people you most suspect of killing your father, Lin Weiren",Lin Yang,Shen Cheng,Su Yang,Chen Jingwen,Gu Yu,c
c,a,What is the non-existent relationship between Lin Weiren and Shen Cheng?,Shen Cheng is employee of Lin Weiren,Shen Cheng is hate of Lin Weiren,Shen Cheng is servant of Lin Weiren,Lin Weiren is step-brother of Shen Cheng,,d
c,a,What is the non-existent relationship between Lin Weiren and Su Yang?,Su Yang is student of Lin Weiren,Su Yang is dislike of Lin Weiren,Su Yang is hate of Lin Weiren,Lin Weiren is customer of Su Yang,,d
c,a,What is the relationship between Lin Weiren and Lin Yang?,Lin Yang is son and adoptive son of Lin Weiren,Lin Weiren is subordinate and seeker of help from x of Lin Yang,Lin Weiren is seeker of help from x and schoolmate of Lin Yang,Lin Weiren is schoolmate and adversary of Lin Yang,,a
c,a,What is the non-existent relationship between Shen Cheng and Lin Weiren?,Lin Weiren is master of Shen Cheng,Lin Weiren is victim of Shen Cheng,Lin Weiren is employer of Shen Cheng,Shen Cheng is step-son of Lin Weiren,,d
c,a,What is the relationship between Shen Cheng and Lin Xi?,Lin Xi is master of Shen Cheng,Shen Cheng is enemy of Lin Xi,Shen Cheng is crime partner of Lin Xi,Shen Cheng is Lin Xi's enemy's family,,a
c,a,What is the relationship between Shen Cheng and Lin Yang?,Lin Yang is master of Shen Cheng,Shen Cheng is fondness of Lin Yang,Shen Cheng is victim of Lin Yang,Shen Cheng is brother of Lin Yang,,a
a,a,Who killed Lin Weiren?,Lin Yang,Shen Cheng,Su Yang,Chen Jingwen,,c
b,a,How did Lin Weiren die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer's murder of Lin Weiren?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim [Lin Weiren]. Who is it?,Son,father,lawyer,Superior,,d
b,a,Where was Lin Weiren killed?,study,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Lin Weiren,Lin Yang,Shen Cheng,Su Yang,Chen Jingwen,Gu Yu,c
a,a,Who killed Father Gu Minghe?,Lin Yang,Lin Xi,Su Yang,Chen Jingwen,,b
b,a,How did Father Gu Minghe die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What is the motive behind the killer killing his father Gu Minghe?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,"The perpetrator is the victim's father, Gu Minghe. Who is this?",Son,father,lawyer,Enemies,,d
b,a,Where was the father Gu Minghe killed?,Office building,In the yard,On the mountain,Riverside,,a
b,b,"Please select the two people you most suspect of killing your father, Gu Minghe",Lin Yang,Shen Cheng,Su Yang,Chen Jingwen,Lin Xi,e
c,a,What is the non-existent relationship between Lin Xi and Gu Qing?,Gu Qing is rival in love of Lin Xi,Gu Qing is dislike of Lin Xi,Gu Qing is friend of Lin Xi,Lin Xi is step-sister of Gu Qing,,d
c,a,What is the relationship between Lin Xi and Lin Yang?,Lin Yang is adoptive brother and hate of Lin Xi,Lin Xi is business partner and ex-romantic relationships with x of Lin Yang,Lin Xi is ex-romantic relationships with x and neighbour of Lin Yang,Lin Xi is neighbour and secret admirer of Lin Yang,,a
c,a,What is the relationship between Lin Xi and Chen Jingwen?,Chen Jingwen is acquaintance and rival in love of Lin Xi,Lin Xi is uncle and ex-husband of Chen Jingwen,Lin Xi is ex-husband and son of Chen Jingwen,Lin Xi is son and employer of Chen Jingwen,,a
c,a,What is the non-existent relationship between Lin Weiren and Shen Cheng?,Shen Cheng is employee of Lin Weiren,Shen Cheng is hate of Lin Weiren,Shen Cheng is servant of Lin Weiren,Lin Weiren is secret crush of Shen Cheng,,d
c,a,What is the non-existent relationship between Lin Weiren and Su Yang?,Su Yang is student of Lin Weiren,Su Yang is dislike of Lin Weiren,Su Yang is hate of Lin Weiren,Lin Weiren is adoptive mother of Su Yang,,d
c,a,What is the relationship between Lin Weiren and Lin Yang?,Lin Yang is son and adoptive son of Lin Weiren,Lin Weiren is guest and secret admirer of Lin Yang,Lin Weiren is secret admirer and sworn brother of Lin Yang,Lin Weiren is sworn brother and rival in love of Lin Yang,,a
c,a,What is the relationship between Gu Minghe and Gu Yu?,Gu Yu is subordinate and son of Gu Minghe,Gu Minghe is saved by x and x's enemy's family of Gu Yu,Gu Minghe is x's enemy's family and student of Gu Yu,Gu Minghe is student and rival of Gu Yu,,a
c,a,What is the relationship between Gu Minghe and Shen Cheng?,Shen Cheng is hate of Gu Minghe,Gu Minghe is son of Shen Cheng,Gu Minghe is business partner of Shen Cheng,Gu Minghe is father of Shen Cheng,,a
c,a,What is the relationship between Gu Minghe and Gu Qing?,Gu Qing is daughter of Gu Minghe,Gu Minghe is ex-husband of Gu Qing,Gu Minghe is superior of Gu Qing,Gu Minghe is fiance of Gu Qing,,a
a,a,Who killed Lin Weiren?,Lin Xi,Lin Yang,Su Yang,Shen Cheng,,c
b,a,How did Lin Weiren die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer's murder of Lin Weiren?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim [Lin Weiren]. Who is it?,Son,father,lawyer,Superior,,d
b,a,Where was Lin Weiren killed?,study,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Lin Weiren,Lin Xi,Lin Yang,Su Yang,Shen Cheng,Gu Yu,c
a,a,Who killed Gu Minghe?,Lin Xi,Lin Xi,Su Yang,Shen Cheng,,b
b,a,How did Gu Minghe die?,Stabbed to death with a knife,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What is the motive behind the killer killing Gu Minghe?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Gu Minghe. Who is that?,Son,father,lawyer,Enemies,,d
b,a,Where was Gu Minghe killed?,Office building,In the yard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Gu Minghe,Lin Xi,Lin Yang,Su Yang,Shen Cheng,Lin Xi,e
c,a,What is the non-existent relationship between Lin Weiren and Shen Cheng?,Shen Cheng is employee of Lin Weiren,Shen Cheng is hate of Lin Weiren,Shen Cheng is servant of Lin Weiren,Lin Weiren is concubine of Shen Cheng,,d
c,a,What is the non-existent relationship between Lin Weiren and Su Yang?,Su Yang is student of Lin Weiren,Su Yang is dislike of Lin Weiren,Su Yang is hate of Lin Weiren,Lin Weiren is son of Su Yang,,d
c,a,What is the relationship between Lin Weiren and Lin Yang?,Lin Yang is son and adoptive son of Lin Weiren,Lin Weiren is helped by x and superior of Lin Yang,Lin Weiren is superior and killed by x of Lin Yang,Lin Weiren is killed by x and employer of Lin Yang,,a
c,a,What is the relationship between Chen Jingwen and Lin Xi?,Lin Xi is acquaintance and rival in love of Chen Jingwen,Chen Jingwen is sibling and child of Lin Xi,Chen Jingwen is child and grandson of Lin Xi,Chen Jingwen is grandson and master of Lin Xi,,a
c,a,What is the relationship between Chen Jingwen and Gu Yu?,Gu Yu is romantic relationships with Chen Jingwen,Chen Jingwen is service provider of Gu Yu,Chen Jingwen is attempted perpetrator of Gu Yu,Chen Jingwen is future son in law of Gu Yu,,a
c,a,What is the relationship between Chen Jingwen and Zheng Xinmei?,Zheng Xinmei is mother of Chen Jingwen,Chen Jingwen is suspected by Zheng Xinmei,Chen Jingwen is patient of Zheng Xinmei,Chen Jingwen is ex-romantic relationships with Zheng Xinmei,,a
c,a,What is the relationship between Gu Minghe and Gu Yu?,Gu Yu is subordinate and son of Gu Minghe,Gu Minghe is extramarital affair with x and disliked by x of Gu Yu,Gu Minghe is disliked by x and victim of Gu Yu,Gu Minghe is victim and deceived by x of Gu Yu,,a
c,a,What is the relationship between Gu Minghe and Shen Cheng?,Shen Cheng is hate of Gu Minghe,Gu Minghe is crime partner of Shen Cheng,Gu Minghe is saviour of Shen Cheng,Gu Minghe is schoolmate of Shen Cheng,,a
c,a,What is the relationship between Gu Minghe and Gu Qing?,Gu Qing is daughter of Gu Minghe,Gu Minghe is betrayed by Gu Qing,Gu Minghe is rebellion against Gu Qing,Gu Minghe is tour guide of Gu Qing,,a
