value,type,question,a,b,c,d,e,truth
c,a,What is the non-existent relationship between Bao Liu (Yu Shi) and Tian Chou?,Tian Chou is friend of Yu Shi,Tian Chou is helped by Yu Shi,Tian Chou is betrayed by Yu Shi,Yu Shi is creditor of Tian Chou,,d
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Rong?,Wang Xi Rong is master and helper of Yu Shi,Yu Shi is grandparent and father in law of Wang Xi Rong,Yu Shi is father in law and admired by x of Wang Xi Rong,Yu Shi is admired by x and concubine of Wang Xi Rong,,a
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Yan?,Wang Xi Yan is master and bully of Yu Shi,Yu Shi is ex-husband and daughter in law of Wang Xi Yan,Yu Shi is daughter in law and host of Wang Xi Yan,Yu Shi is host and co-wives of Wang Xi Yan,,a
c,a,What is the non-existent relationship between Zhou Mengdang and Cui Shouheng?,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is romantic relationships with Cui Shouheng,,d
c,a,What is the non-existent relationship between Zhou Menggang and Wang Xi Yan?,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is rebellion against Wang Xi Yan,,d
c,a,What is the relationship between Zhou Menggang and Bao Liu?,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is servant of Bao Liu,Zhou Mengdang is subordinate of Bao Liu,Zhou Mengdang is child of Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Bao Liu?,Bao Liu is helped by x and servant of Taitai(Wang Xi Rong),Taitai(Wang Xi Rong) is hate and hated by x of Bao Liu,Taitai(Wang Xi Rong) is hated by x and ex-romantic relationships with x of Bao Liu,Taitai(Wang Xi Rong) is ex-romantic relationships with x and step-sister of Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Xi Yan?,Wang Xi Yan is sister and co-wives of Taitai(Wang Xi Rong),Taitai(Wang Xi Rong) is neighbour and perpetrator of Wang Xi Yan,Taitai(Wang Xi Rong) is perpetrator and unsuccessful helper of Wang Xi Yan,Taitai(Wang Xi Rong) is unsuccessful helper and saviour of Wang Xi Yan,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Shunming?,Wang Shunming is father of Taitai(Wang Xi Rong),Taitai(Wang Xi Rong) is fondness of Wang Shunming,Taitai(Wang Xi Rong) is ex-romantic relationships with Wang Shunming,Taitai(Wang Xi Rong) is hated by Wang Shunming,,a
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Mengdang?,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is suspicious of Zhou Mengdang,,d
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Chitong?,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is mother in law of Zhou Chitong,,d
c,a,What is the relationship between Cui Shouheng and Wang Xi Yan?,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is authority over x and suspect to x of Wang Xi Yan,Cui Shouheng is suspect to x and customer of Wang Xi Yan,Cui Shouheng is customer and tenant of Wang Xi Yan,,a
a,a,Who killed Zhou Mengdang?,Zhou Lianyi,Xi Yan,Zhou Chitong,Tian Chou,,d
b,a,How did Zhou Mengdang die?,Killed by crossbow guns,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer killing Zhou Mengdang?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,"The perpetrator is the victim, Zhou Mengdang. Who is that?",Enemies,colleague,friend,Superior,,a
b,a,Where was Zhou Mengdang killed?,on board,Southern courtyard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Zhou Mengdang,Zhou Lianyi,Xi Yan,Tian Chou,Zhou Chitong,Yannan,c
a,a,Who killed Bao Liu (Yu Shi)?,Yu Sunian,Xi Yan,Zhou Chitong,Tian Chou,,d
b,a,How did Bao Liu (Yu Shi) die?,Killed with a gun,Beaten to death with a fist,Killed with stones,Drowned by water,,c
b,a,What is the motive behind the killer killing Bao Liu (Yu Shi)?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Bao Liu (Yu Shi). Who is that?,Enemies,mother,lawyer,doctor,,a
b,a,Where was Bao Liu (Yu Shi) killed?,Southern courtyard,on board,Riverside,On the mountain,,a
b,b,Please select the two people you most suspect of killing Bao Liu (Yu Shi),Tian Chou,Zhou Lianyi,Zhou Chitong,Xi Yan,Yannan,a
b,a,What is the true relationship between Zhou Chitong and Tian Chou?,It doesn't matter.,Romantic relationship,Tian Chou is utilizing Zhou Chitong,Siblings,,c
c,a,What is the non-existent relationship between Bao Liu (Yu Shi) and Tian Chou?,Tian Chou is friend of Yu Shi,Tian Chou is helped by Yu Shi,Tian Chou is betrayed by Yu Shi,Yu Shi is future relative of Tian Chou,,d
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Rong?,Wang Xi Rong is master and helper of Yu Shi,Yu Shi is sister and x's enemy's family of Wang Xi Rong,Yu Shi is x's enemy's family and rebellion against x of Wang Xi Rong,Yu Shi is rebellion against x and grandmother of Wang Xi Rong,,a
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Yan?,Wang Xi Yan is master and bully of Yu Shi,Yu Shi is father and wife of Wang Xi Yan,Yu Shi is wife and grandfather of Wang Xi Yan,Yu Shi is grandfather and step-daughter of Wang Xi Yan,,a
c,a,What is the non-existent relationship between Zhou Mengdang and Cui Shouheng?,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is admirer of Cui Shouheng,,d
c,a,What is the non-existent relationship between Zhou Menggang and Wang Xi Yan?,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is employee of Wang Xi Yan,,d
c,a,What is the relationship between Zhou Menggang and Bao Liu?,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is Bao Liu's victim's family,Zhou Mengdang is child of Bao Liu,Zhou Mengdang is future son in law of Bao Liu,,a
c,a,What is the non-existent relationship between Cui Yannan and Yu Sunian?,Yu Sunian is friend of Cui Yannan,Yu Sunian is lover of Cui Yannan,Yu Sunian is teacher of Cui Yannan,Cui Yannan is Yu Sunian's enemy's family,,d
c,a,What is the relationship between Cui Yannan and Wang Xi Yan?,Wang Xi Yan is aunt and step-mother of Cui Yannan,Cui Yannan is mentor and quest companion of Wang Xi Yan,Cui Yannan is quest companion and employer of Wang Xi Yan,Cui Yannan is employer and guard of Wang Xi Yan,,a
c,a,What is the relationship between Cui Yannan and Bao Gan?,Bao Gan is servant and friend of Cui Yannan,Cui Yannan is granddaughter and grandchild of Bao Gan,Cui Yannan is grandchild and fiance of Bao Gan,Cui Yannan is fiance and lover of Bao Gan,,a
a,a,Who killed Zhou Mengdang?,Zhou Chitong,Xi Yan,Yu Sunian,Tian Chou,,d
b,a,How did Zhou Mengdang die?,Killed by crossbow guns,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer killing Zhou Mengdang?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,"The perpetrator is the victim, Zhou Mengdang. Who is that?",Enemies,colleague,friend,Superior,,a
b,a,Where was Zhou Mengdang killed?,on board,Southern courtyard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Zhou Mengdang,Zhou Chitong,Xi Yan,Tian Chou,Yu Sunian,Yannan,c
a,a,Who killed Bao Liu (Yu Shi)?,Yu Sunian,Xi Yan,Xi Yan,Tian Chou,,d
b,a,How did Bao Liu (Yu Shi) die?,Killed with a gun,Beaten to death with a fist,Killed with stones,Drowned by water,,c
b,a,What is the motive behind the killer killing Bao Liu (Yu Shi)?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Bao Liu (Yu Shi). Who is that?,Enemies,mother,lawyer,doctor,,a
b,a,Where was Bao Liu (Yu Shi) killed?,Southern courtyard,on board,Riverside,On the mountain,,a
b,b,Please select the two people you most suspect of killing Bao Liu (Yu Shi),Tian Chou,Zhou Chitong,Yu Sunian,Xi Yan,Yannan,a
a,a,"Cui Shouheng, who killed him?",Zhou Chitong,Yu Sunian,Xi Yan,Tian Chou,,b
b,a,How did Cui Shouheng die?,Killed by crossbow guns,Poisoned to death by poison,Killed with a mechanism,Drowned by water,,c
b,a,What is the motive behind the killer killing Cui Shouheng?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Cui Shouheng. Who is that?,Enemies,colleague,friend,Superior,,a
b,a,Where was Cui Shouheng killed?,Home owner's room,Southern courtyard,on board,Riverside,,a
b,b,Please select the two people you most suspect of killing Cui Shouheng,Zhou Chitong,Xi Yan,Tian Chou,Yu Sunian,Yannan,d
a,a,Who killed Taitai (Wang Xi Rong)?,Yu Sunian,Xi Yan,Zhou Chitong,Tian Chou,,a
b,a,How did Taitai (Wang Xi Rong) die?,Poisoned to death by poison,Beaten to death with a fist,Killed with stones,Drowned by water,,a
b,a,What was the motive behind the killer killing Taitai (Wang Xi Rong)?,Love killing,Vendetta,interest,Accidental killing,,d
b,a,The perpetrator is the victim Taitai (Wang Xi Rong) who?,subordinate,mother,lawyer,doctor,,a
b,a,Where was Taitai (Wang Xi Rong) killed?,In the room,On the mountain,on board,Riverside,,a
b,b,Please select the two people you most suspect of killing Taitai (Wang Xi Rong),Tian Chou,Zhou Chitong,Yu Sunian,Xi Yan,Yannan,c
b,a,What is the true relationship between Yu Sunian and Yannan?,Teacher-student relationship,Romantic relationship,It doesn't matter.,Siblings,,b
b,a,What is the true relationship between Zhou Chitong and Tian Chou?,It doesn't matter.,Romantic relationship,Tian Chou is utilizing Zhou Chitong,Siblings,,c
c,a,What is the non-existent relationship between Bao Liu (Yu Shi) and Tian Chou?,Tian Chou is friend of Yu Shi,Tian Chou is helped by Yu Shi,Tian Chou is betrayed by Yu Shi,Yu Shi is mother of Tian Chou,,d
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Rong?,Wang Xi Rong is master and helper of Yu Shi,Yu Shi is jealous by x and adoptive father of Wang Xi Rong,Yu Shi is adoptive father and future son in law of Wang Xi Rong,Yu Shi is future son in law and adversary of Wang Xi Rong,,a
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Yan?,Wang Xi Yan is master and bully of Yu Shi,Yu Shi is schoolmate and grandchild of Wang Xi Yan,Yu Shi is grandchild and father in law of Wang Xi Yan,Yu Shi is father in law and future mother in law of Wang Xi Yan,,a
c,a,What is the non-existent relationship between Zhou Mengdang and Cui Shouheng?,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is step-mother of Cui Shouheng,,d
c,a,What is the non-existent relationship between Zhou Menggang and Wang Xi Yan?,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is younger sister of Wang Xi Yan,,d
c,a,What is the relationship between Zhou Menggang and Bao Liu?,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is future son in law of Bao Liu,Zhou Mengdang is perpetrator of Bao Liu's family,Zhou Mengdang is betrayed by Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Bao Liu?,Bao Liu is helped by x and servant of Taitai,Taitai is suspect to x and fiancee of Bao Liu,Taitai is fiancee and grandson of Bao Liu,Taitai is grandson and grandparent of Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Xi Yan?,Wang Xi Yan is sister and co-wives of Taitai,Taitai is bully and creditor of Wang Xi Yan,Taitai is creditor and rebellion against x of Wang Xi Yan,Taitai is rebellion against x and schoolmate of Wang Xi Yan,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Shunming?,Wang Shunming is father of Taitai,Taitai is romantic relationships with Wang Shunming,Taitai is ex-husband of Wang Shunming,Taitai is deceived by Wang Shunming,,a
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Mengdang?,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is son in law of Zhou Mengdang,,d
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Chitong?,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is grandson of Zhou Chitong,,d
c,a,What is the relationship between Cui Shouheng and Wang Xi Yan?,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is superior and master of Wang Xi Yan,Cui Shouheng is master and spy of Wang Xi Yan,Cui Shouheng is spy and perpetrator 's family of Wang Xi Yan,,a
a,a,Who killed Zhou Mengdang?,Zhou Lianyi,Xi Yan,Yu Sunian,Tian Chou,,d
b,a,How did Zhou Mengdang die?,Killed by crossbow guns,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer killing Zhou Mengdang?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,"The perpetrator is the victim, Zhou Mengdang. Who is that?",Enemies,colleague,friend,Superior,,a
b,a,Where was Zhou Mengdang killed?,on board,Southern courtyard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Zhou Mengdang,Zhou Lianyi,Xi Yan,Tian Chou,Yu Sunian,Yannan,c
a,a,Who killed Bao Liu (Yu Shi)?,Yu Sunian,Xi Yan,Xi Yan,Tian Chou,,d
b,a,How did Bao Liu (Yu Shi) die?,Killed with a gun,Beaten to death with a fist,Killed with stones,Drowned by water,,c
b,a,What is the motive behind the killer killing Bao Liu (Yu Shi)?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Bao Liu (Yu Shi). Who is that?,Enemies,mother,lawyer,doctor,,a
b,a,Where was Bao Liu (Yu Shi) killed?,Southern courtyard,on board,Riverside,On the mountain,,a
b,b,Please select the two people you most suspect of killing Bao Liu (Yu Shi),Tian Chou,Zhou Lianyi,Yu Sunian,Xi Yan,Yannan,a
a,a,"Cui Shouheng, who killed him?",Zhou Lianyi,Yu Sunian,Xi Yan,Tian Chou,,b
b,a,How did Cui Shouheng die?,Killed by crossbow guns,Poisoned to death by poison,Killed with a mechanism,Drowned by water,,c
b,a,What is the motive behind the killer killing Cui Shouheng?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Cui Shouheng. Who is that?,Enemies,colleague,friend,Superior,,a
b,a,Where was Cui Shouheng killed?,Home owner's room,Southern courtyard,on board,Riverside,,a
b,b,Please select the two people you most suspect of killing Cui Shouheng,Zhou Lianyi,Xi Yan,Tian Chou,Yu Sunian,Yannan,d
a,a,Who killed Taitai (Wang Xi Rong)?,Yu Sunian,Xi Yan,Zhou Lianyi,Tian Chou,,a
b,a,How did Taitai (Wang Xi Rong) die?,Poisoned to death by poison,Beaten to death with a fist,Killed with stones,Drowned by water,,a
b,a,What was the motive behind the killer killing Taitai (Wang Xi Rong)?,Love killing,Vendetta,interest,Accidental killing,,d
b,a,The perpetrator is the victim Taitai (Wang Xi Rong) who?,subordinate,mother,lawyer,doctor,,a
b,a,Where was Taitai (Wang Xi Rong) killed?,In the room,On the mountain,on board,Riverside,,a
b,b,Please select the two people you most suspect of killing Taitai (Wang Xi Rong),Tian Chou,Zhou Lianyi,Yu Sunian,Xi Yan,Yannan,c
b,a,What is the true relationship between Yu Sunian and Yannan?,Teacher-student relationship,Romantic relationship,It doesn't matter.,Siblings,,b
c,a,What is the non-existent relationship between Bao Liu (Yu Shi) and Tian Chou?,Tian Chou is friend of Bao Liu(Yu Shi),Tian Chou is helped by Bao Liu(Yu Shi),Tian Chou is betrayed by Bao Liu(Yu Shi),Bao Liu(Yu Shi) is future son in law of Tian Chou,,d
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Rong?,Wang Xi Rong is master and helper of Bao Liu(Yu Shi),Bao Liu(Yu Shi) is ex-wife and bully of Wang Xi Rong,Bao Liu(Yu Shi) is bully and future mother in law of Wang Xi Rong,Bao Liu(Yu Shi) is future mother in law and relative of Wang Xi Rong,,a
c,a,What is the relationship between Bao Liu (Yu Shi) and Wang Xi Yan?,Wang Xi Yan is master and bully of Bao Liu(Yu Shi),Bao Liu(Yu Shi) is father and adoptive sister of Wang Xi Yan,Bao Liu(Yu Shi) is adoptive sister and father in law of Wang Xi Yan,Bao Liu(Yu Shi) is father in law and boyfriend of Wang Xi Yan,,a
c,a,What is the non-existent relationship between Zhou Mengdang and Cui Shouheng?,Cui Shouheng is helper of Zhou Mengdang,Cui Shouheng is master of Zhou Mengdang,Cui Shouheng is employer of Zhou Mengdang,Zhou Mengdang is in the lawsuit against Cui Shouheng,,d
c,a,What is the non-existent relationship between Zhou Menggang and Wang Xi Yan?,Wang Xi Yan is friend of Zhou Mengdang,Wang Xi Yan is ex-romantic relationships with Zhou Mengdang,Wang Xi Yan is extramarital affair with Zhou Mengdang,Zhou Mengdang is master of Wang Xi Yan,,d
c,a,What is the relationship between Zhou Menggang and Bao Liu?,Bao Liu is wife of Zhou Mengdang,Zhou Mengdang is business partner of Bao Liu,Zhou Mengdang is adoptive brother of Bao Liu,Zhou Mengdang is debtor of Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Bao Liu?,Bao Liu is helped by x and servant of Taitai,Taitai is step-brother and subject of investigation for x of Bao Liu,Taitai is subject of investigation for x and future daughter in law of Bao Liu,Taitai is future daughter in law and unsuccessful helper of Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Xi Yan?,Wang Xi Yan is sister and co-wives of Taitai,Taitai is jealous by x and doctor of Wang Xi Yan,Taitai is doctor and friend of Wang Xi Yan,Taitai is friend and perpetrator of Wang Xi Yan,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Shunming?,Wang Shunming is father of Taitai,Taitai is product provider of Wang Shunming,Taitai is perpetrator of Wang Shunming,Taitai is girlfriend of Wang Shunming,,a
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Mengdang?,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is ex-husband of Zhou Mengdang,,d
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Chitong?,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is elder brother of Zhou Chitong,,d
c,a,What is the relationship between Cui Shouheng and Wang Xi Yan?,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is victim and adversary of Wang Xi Yan,Cui Shouheng is adversary and helper of Wang Xi Yan,Cui Shouheng is helper and murderer of Wang Xi Yan,,a
c,a,What is the non-existent relationship between Tian Chou and Bao Liu?,Bao Liu is friend of Tian Chou,Bao Liu is helper of Tian Chou,Bao Liu is Tian Chou's enemy's family,Tian Chou is service provider of Bao Liu,,d
c,a,What is the non-existent relationship between Tian Chou and Zhou Chitong?,Zhou Chitong is helper of Tian Chou,Zhou Chitong is Tian Chou's enemy's family,Zhou Chitong is informant of Tian Chou,Tian Chou is business partner of Zhou Chitong,,d
c,a,What is the non-existent relationship between Tian Chou and Zhou Mengdang?,Zhou Mengdang is enemy of Tian Chou,Zhou Mengdang is perpetrator of Tian Chou,Zhou Mengdang is perpetrator of Tian Chou's family,Tian Chou is student of Zhou Mengdang,,d
a,a,"Cui Shouheng, who killed him?",Zhou Chitong,Yu Sunian,Yannan,Xi Yan,,b
b,a,How did Cui Shouheng die?,Killed by crossbow guns,Poisoned to death by poison,Killed with a mechanism,Drowned by water,,c
b,a,What is the motive behind the killer killing Cui Shouheng?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Cui Shouheng. Who is that?,Enemies,colleague,friend,Superior,,a
b,a,Where was Cui Shouheng killed?,Home owner's room,Southern courtyard,on board,Riverside,,a
b,b,Please select the two people you most suspect of killing Cui Shouheng,Zhou Chitong,Yannan,Xi Yan,Yu Sunian,Zhou Lianyi,d
a,a,Who killed Taitai (Wang Xi Rong)?,Yu Sunian,Yannan,Zhou Chitong,Xi Yan,,a
b,a,How did Taitai (Wang Xi Rong) die?,Poisoned to death by poison,Beaten to death with a fist,Killed with stones,Drowned by water,,a
b,a,What was the motive behind the killer killing Taitai (Wang Xi Rong)?,Love killing,Vendetta,interest,Accidental killing,,d
b,a,The perpetrator is the victim Taitai (Wang Xi Rong) who?,subordinate,mother,lawyer,doctor,,a
b,a,Where was Taitai (Wang Xi Rong) killed?,In the room,On the mountain,on board,Riverside,,a
b,b,Please select the two people you most suspect of killing Taitai (Wang Xi Rong),Xi Yan,Zhou Chitong,Yu Sunian,Yannan,Zhou Lianyi,c
b,a,What is the true relationship between Yu Sunian and Zhou Lianyi?,Teacher-student relationship,Romantic relationship,It doesn't matter.,Siblings,,b
c,a,What is the non-existent relationship between Zhou Chitong and Cui Shouheng?,Cui Shouheng is helper of Zhou Chitong,Cui Shouheng is superior of Zhou Chitong,Cui Shouheng is deceived by Zhou Chitong,Zhou Chitong is younger sister of Cui Shouheng,,d
c,a,What is the non-existent relationship between Zhou Chitong and Tian Chou?,Tian Chou is helped by Zhou Chitong,Tian Chou is friend of Zhou Chitong,Tian Chou is admired by Zhou Chitong,Zhou Chitong is murderer of Tian Chou,,d
c,a,What is the relationship between Zhou Chitong and Yu Sunian?,Yu Sunian is relative and friend of Zhou Chitong,Zhou Chitong is deceiver and murderer of Yu Sunian,Zhou Chitong is murderer and guard of Yu Sunian,Zhou Chitong is guard and bully of Yu Sunian,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Bao Liu?,Bao Liu is helped by x and servant of Taitai,Taitai is x's enemy's family and perpetrator of Bao Liu,Taitai is perpetrator and bully of Bao Liu,Taitai is bully and deceived by x of Bao Liu,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Xi Yan?,Wang Xi Yan is sister and co-wives of Taitai,Taitai is jealous and attempted murderer of Wang Xi Yan,Taitai is attempted murderer and hated by x of Wang Xi Yan,Taitai is hated by x and victim of Wang Xi Yan,,a
c,a,What is the relationship between Taitai (Wang Xi Rong) and Wang Shunming?,Wang Shunming is father of Taitai,Taitai is host of Wang Shunming,Taitai is boyfriend of Wang Shunming,Taitai is lawyer of Wang Shunming,,a
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Mengdang?,Zhou Mengdang is minion of Cui Shouheng,Zhou Mengdang is servant of Cui Shouheng,Zhou Mengdang is employee of Cui Shouheng,Cui Shouheng is future father in law of Zhou Mengdang,,d
c,a,What is the non-existent relationship between Cui Shouheng and Zhou Chitong?,Zhou Chitong is helped by Cui Shouheng,Zhou Chitong is thief of Cui Shouheng,Zhou Chitong is business partner of Cui Shouheng,Cui Shouheng is adoptive daughter of Zhou Chitong,,d
c,a,What is the relationship between Cui Shouheng and Wang Xi Yan?,Wang Xi Yan is sister in law and wife of Cui Shouheng,Cui Shouheng is perpetrator and hated by x of Wang Xi Yan,Cui Shouheng is hated by x and lawyer of Wang Xi Yan,Cui Shouheng is lawyer and servant of Wang Xi Yan,,a
a,a,Who killed Zhou Mengdang?,Zhou Chitong,Yannan,Yu Sunian,Tian Chou,,d
b,a,How did Zhou Mengdang die?,Killed by crossbow guns,Beaten to death with a fist,Poisoned to death by poison,Drowned by water,,a
b,a,What was the motive behind the killer killing Zhou Mengdang?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,"The perpetrator is the victim, Zhou Mengdang. Who is that?",Enemies,colleague,friend,Superior,,a
b,a,Where was Zhou Mengdang killed?,on board,Southern courtyard,On the mountain,Riverside,,a
b,b,Please select the two people you most suspect of killing Zhou Mengdang,Zhou Chitong,Yannan,Tian Chou,Yu Sunian,Zhou Lianyi,c
a,a,Who killed Bao Liu?,Yu Sunian,Yannan,Yannan,Tian Chou,,d
b,a,How did Bao Liu die?,Killed with a gun,Beaten to death with a fist,Killed with stones,Drowned by water,,c
b,a,What is the motive behind the killer killing Bao Liu?,Love killing,Vendetta,interest,Accidental killing,,b
b,a,The perpetrator is the victim Bao Liu. Who is that?,Enemies,mother,lawyer,doctor,,a
