value,type,question,a,b,c,d,e,truth
c,a,【Liu Qi】和【Manager Xiu】不存在的关系是什么？,Manager Xiu is murderer of Liu Qi,Manager Xiu is classmate of Liu Qi,Manager Xiu is colleague of Liu Qi,Liu Qi is nephew of Manager Xiu,,d
c,a,【Liu Qi】和【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】不存在的关系是什么？,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is bully of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is subordinate of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is dislike of Liu Qi,Liu Qi is secret crush of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),,d
c,a,【Liu Qi】和【Singer Lin】的关系是什么？,Singer Lin is secret admirer and fondness of Liu Qi,Liu Qi is rebellion against x and jealous by x of Singer Lin,Liu Qi is jealous by x and perpetrator 's family of Singer Lin,Liu Qi is perpetrator 's family and deceiver of Singer Lin,,a
c,a,【Liu Qi】和【Manager Xiu】不存在的关系是什么？,Manager Xiu is murderer of Liu Qi,Manager Xiu is classmate of Liu Qi,Manager Xiu is colleague of Liu Qi,Liu Qi is extramarital affair with Manager Xiu,,d
c,a,【Liu Qi】和【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】不存在的关系是什么？,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is bully of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is subordinate of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is dislike of Liu Qi,Liu Qi is fondness of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),,d
c,a,【Liu Qi】和【Singer Lin】的关系是什么？,Singer Lin is secret admirer and fondness of Liu Qi,Liu Qi is master and x's victim's family of Singer Lin,Liu Qi is x's victim's family and mother of Singer Lin,Liu Qi is mother and uncle of Singer Lin,,a
a,a,Liu Qi被谁杀死的？,Manager Xiu,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Captain Hong,Han Chengwu (Han the Attendant or Han the Crew Member),,a
b,a,Liu Qi是怎么死的？,用刀捅死的,被拳头打死的,被毒药毒死的,用枪打死的,,d
b,a,凶手杀Liu Qi的动机是什么？,情杀,仇杀,利益,误杀,,c
b,a,凶手是被害人Liu Qi什么人？,儿子,父亲,律师,上级,,d
b,a,Liu Qi是在哪里被杀死的？,仓库里,在岸上,甲板上,河边,,a
b,a,Liu Qi是什么时候被杀死的？,20 点烟花开始之后,20 点烟花开始之前,在凌晨,在白天,,a
b,b,请选出你最怀疑杀死Liu Qi的两个人,Manager Xiu,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Captain Hong,Han Chengwu (Han the Attendant or Han the Crew Member),,c
c,a,【Liu Qi】和【Manager Xiu】不存在的关系是什么？,Manager Xiu is murderer of Liu Qi,Manager Xiu is classmate of Liu Qi,Manager Xiu is colleague of Liu Qi,Liu Qi is elder sister of Manager Xiu,,d
c,a,【Liu Qi】和【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】不存在的关系是什么？,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is bully of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is subordinate of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is dislike of Liu Qi,Liu Qi is elder sister of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),,d
c,a,【Liu Qi】和【Singer Lin】的关系是什么？,Singer Lin is secret admirer and fondness of Liu Qi,Liu Qi is x's enemy's family and younger brother of Singer Lin,Liu Qi is younger brother and subordinate of Singer Lin,Liu Qi is subordinate and enemy of Singer Lin,,a
c,a,【Captain Hong】和【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】的关系是什么？,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is acquaintance and dislike of Captain Hong,Captain Hong is future mother in law and biological father of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Captain Hong is biological father and business partner of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Captain Hong is business partner and biological son of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),,a
c,a,【Captain Hong】和【Liu Qi】的关系是什么？,Liu Qi is subordinate and classmate of Captain Hong,Captain Hong is rebellion against x and step-brother of Liu Qi,Captain Hong is step-brother and ex-romantic relationships with x of Liu Qi,Captain Hong is ex-romantic relationships with x and future daughter in law of Liu Qi,,a
c,a,【Captain Hong】和【Han Chengwu (Han the Attendant or Han the Crew Member)】的关系是什么？,Han Chengwu (Han the Attendant or Han the Crew Member) is subordinate and dislike of Captain Hong,Captain Hong is secret crush and ex-boyfriend of Han Chengwu (Han the Attendant or Han the Crew Member),Captain Hong is ex-boyfriend and fiancee of Han Chengwu (Han the Attendant or Han the Crew Member),Captain Hong is fiancee and grandfather of Han Chengwu (Han the Attendant or Han the Crew Member),,a
a,a,Liu Qi被谁杀死的？,Manager Xiu,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Singer Lin,Han Chengwu (Han the Attendant or Han the Crew Member),,a
b,a,Liu Qi是怎么死的？,用刀捅死的,被拳头打死的,被毒药毒死的,用枪打死的,,d
b,a,凶手杀Liu Qi的动机是什么？,情杀,仇杀,利益,误杀,,c
b,a,凶手是被害人Liu Qi什么人？,儿子,父亲,律师,上级,,d
b,a,Liu Qi是在哪里被杀死的？,仓库里,在岸上,甲板上,河边,,a
b,a,Liu Qi是什么时候被杀死的？,20 点烟花开始之后,20 点烟花开始之前,在凌晨,在白天,,a
b,b,请选出你最怀疑杀死Liu Qi的两个人,Manager Xiu,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Singer Lin,Han Chengwu (Han the Attendant or Han the Crew Member),,c
c,a,【Liu Qi】和【Manager Xiu】不存在的关系是什么？,Manager Xiu is murderer of Liu Qi,Manager Xiu is classmate of Liu Qi,Manager Xiu is colleague of Liu Qi,Liu Qi is granddaughter of Manager Xiu,,d
c,a,【Liu Qi】和【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】不存在的关系是什么？,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is bully of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is subordinate of Liu Qi,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is dislike of Liu Qi,Liu Qi is biological daughter of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),,d
c,a,【Liu Qi】和【Singer Lin】的关系是什么？,Singer Lin is secret admirer and fondness of Liu Qi,Liu Qi is son in law and future father in law of Singer Lin,Liu Qi is future father in law and mentor of Singer Lin,Liu Qi is mentor and elder sister of Singer Lin,,a
c,a,【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】和【Liu Qi】不存在的关系是什么？,Liu Qi is acquaintance of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Liu Qi is dislike of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Liu Qi is superior of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is sibling of Liu Qi,,d
c,a,【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】和【Captain Hong】的关系是什么？,Captain Hong is acquaintance and dislike of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is ex-husband and creditor of Captain Hong,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is creditor and service provider of Captain Hong,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is service provider and husband of Captain Hong,,a
c,a,【Zhang Erfu (Second Officer Zhang or Zhang the Second Mate)】和【Manager Xiu】的关系是什么？,Manager Xiu is acquaintance of Zhang Erfu (Second Officer Zhang or Zhang the Second Mate),Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is suspicious of Manager Xiu,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is biological son of Manager Xiu,Zhang Erfu (Second Officer Zhang or Zhang the Second Mate) is authority over Manager Xiu,,a
