value,type,question,a,b,c,d,e,truth
c,a,What is the relationship between Hong Er and Xinya?,Xinya is mother of Hong Er,Hong Er is doctor of Xinya,Hong Er is employee of Xinya,Hong Er is colleague of Xinya,,a
c,a,What is the relationship between Julie and Dr. Zhang?,Dr. Zhan is husband of Julie,Julie is half brother of Dr. Zhan,Julie is subject of investigation for Dr. Zhan,Julie is daughter in law of Dr. Zhan,,a
c,a,What is the relationship between Julie and Liao Xuehan?,Liao Xuehan is helped by Julie,Julie is messenger of Liao Xuehan,Julie is betrayed by Liao Xuehan,Julie is minion of Liao Xuehan,,a
c,a,What is the relationship between Julie and Hai You?,Hai You is helper of Julie,Julie is liked by Hai You,Julie is dislike of Hai You,Julie is guard of Hai You,,a
c,a,What is the relationship between Tan Renchang and Tan Shang Zhi?,Tan Shang Zhi is received by x and next of Tan Renchang,Tan Renchang is classified and ex romantic relationships with x of Tan Shang Zhi,Tan Renchang is ex romantic relationships with x and neighbor of Tan Shang Zhi,Tan Renchang is nearby and savior of Tan Shang Zhi,,a
c,a,What is the relationship between Tan Renchang and Lv Mingran?,Lv Mingran is acquaintance and employee of Tan Renchang,Tan Renchang is secret admirer and admirer of Lv Mingran,Tan Renchang is admirer and half sister of Lv Mingran,Tan Renchang is half sister and rival of Lv Mingran,,a
c,a,What is the relationship between Tan Renchang and Cheng Ge?,Cheng Ge is adoptive son and deceiver of Tan Renchang,Tan Renchang is patient and fiancee of Cheng Ge,Tan Renchang is fiancee and host of Cheng Ge,Tan Renchang is host and ex-wife of Cheng Ge,,a
c,a,What is the relationship between Mrs. Tan and Shang Zhi?,Shang Zhi is nephew and relative of Mrs. Tan,Mrs. Tan is landlord and manipulator of Shang Zhi,Mrs. Tan is manipulator and rival of Shang Zhi,Mrs. Tan is rival and fiance of Shang Zhi,,a
c,a,What is the relationship between Mrs. Tan and Tan Shang Zhi?,Tan Shang Zhi is received by x and next of Mrs. Tan,Mrs. Tan is like by x and seller of Tan Shang Zhi,Ms. Tan is seller and guard of Tan Shang Zhi,Mrs. Tan is guarded and wife of Tan Shang Zhi,,a
c,a,What is the relationship between Mrs. Tan and Lv Mingran?,Lv Mingran is extramarital affair with x and acquaintance of Mrs. Tan,Mrs. Tan is subject of investigation for x and patient of Lv Mingran,Mrs. Tan is patient and manipulated by x of Lv Mingran,Mrs. Tan is manipulated by x and manipulator of Lv Mingran,,a
