value,type,question,a,b,c,d,e,truth
c,a,What is the non-existent relationship between Lv Mingran and Cheng Ge?,Cheng Ge is murderer of Lv Mingran,Cheng Ge is acquaintance of Lv Mingran,Cheng Ge is employee of Lv Mingran,Lv Mingran is step-father of Cheng Ge,,d
c,a,What is the relationship between Lv Mingran and Luo Hengli?,Luo Hengli is superior and acquaintance of Lv Mingran,Lv Mingran is elder sister and adoptive son of Luo Hengli,Lv Mingran is adoptive son and dislike of Luo Hengli,Lv Mingran is dislike and relative of Luo Hengli,,a
c,a,What is the relationship between Lv Mingran and Tan Renchang?,Tan Renchang is employer and acquaintance of Lv Mingran,Lv Mingran is perpetrator and deceiver of Tan Renchang,Lv Mingran is deceiver and deceived by x of Tan Renchang,Lv Mingran is deceived by x and granddaughter of Tan Renchang,,a
c,a,What is the relationship between Shang Zhi and Cheng Ge?,Cheng Ge is cousin and acquaintance of Shang Zhi,Shang Zhi is service provider and concubine of Cheng Ge,Shang Zhi is concubine and doctor of Cheng Ge,Shang Zhi is doctor and betrayed by x of Cheng Ge,,a
c,a,What is the relationship between Shang Zhi and Tan Renchang?,Tan Renchang is uncle of Shang Zhi,Shang Zhi is husband of Tan Renchang,Shang Zhi is ex-boyfriend of Tan Renchang,Shang Zhi is Tan Renchang's enemy's family,,a
c,a,What is the relationship between Shang Zhi and Mrs. Tan?,Mrs. Tan is aunt of Shang Zhi,Shang Zhi is in the lawsuit against Mrs. Tan,Shang Zhi is secret admirer of Mrs. Tan,Shang Zhi is hated by Mrs. Tan,,a
c,a,What is the non-existent relationship between Hai You and Tan Renchang?,Tan Renchang is adoptive father of Hai You,Tan Renchang is uncle of Hai You,Tan Renchang is victim of Hai You,Hai You is liked by Tan Renchang,,d
c,a,What is the relationship between Hai You and Mrs. Wei?,Mrs. Wei is aunt and acquaintance of Hai You,Hai You is suspect and romantic relationships with x of Mrs. Wei,Hai You is romantic relationships with x and perpetrator of Mrs. Wei,Hai You is perpetrator and suspect to x of Mrs. Wei,,a
c,a,What is the relationship between Hai You and Luo Mingsha?,Luo Mingsha is adoptive daughter and adoptive mother of Hai You,Hai You is helped by x and schoolmate of Luo Mingsha,Hai You is schoolmate and lover of Luo Mingsha,Hai You is lover and attempted murderer of Luo Mingsha,,a
c,a,What is the non-existent relationship between Hong Er and Liao Xuehan?,Liao Xuehan is manipulator of Hong Er,Liao Xuehan is creditor of Hong Er,Liao Xuehan is helper of Hong Er,Hong Er is romantic relationships with Liao Xuehan,,d
c,a,What is the relationship between Hong Er and Cheng Ge?,Cheng Ge is murderer of Hong Er,Hong Er is twin brother of Cheng Ge,Hong Er is host of Cheng Ge,Hong Er is cousin of Cheng Ge,,a
c,a,What is the relationship between Hong Er and Xinya?,Xinya is mother of Hong Er,Hong Er is secret crush of Xinya,Hong Er is servant of Xinya,Hong Er is jealous by Xinya,,a
c,a,What is the relationship between Luo Hengli and Lv Mingran?,Lv Mingran is employee and subordinate of Luo Hengli,Luo Hengli is daughter in law and hated by x of Lv Mingran,Luo Hengli is hated by x and adoptive daughter of Lv Mingran,Luo Hengli is adoptive daughter and niece of Lv Mingran,,a
c,a,What is the relationship between Luo Hengli and Luo Mingsha?,Luo Mingsha is sister of Luo Hengli,Luo Hengli is customer of Luo Mingsha,Luo Hengli is admired by Luo Mingsha,Luo Hengli is information receiver from Luo Mingsha,,a
c,a,What is the relationship between Luo Hengli and Tan Renchang?,Tan Renchang is brother in law of Luo Hengli,Luo Hengli is unsuccessful helper of Tan Renchang,Luo Hengli is seeker of help from Tan Renchang,Luo Hengli is colleague of Tan Renchang,,a
c,a,What is the relationship between Tan Renchang and Tan Shang Zhi?,Tan Shang Zhi is received by x and next of Tan Renchang,Tan Renchang is landlord and student of Tan Shang Zhi,Tan Renchang is a student and superior of Tan Shang Zhi,Tan Renchang is superior and product provider of Tan Shang Zhi,,a
c,a,What is the relationship between Tan Renchang and Lv Mingran?,Lv Mingran is acquaintance and employee of Tan Renchang,Tan Renchang is wife and future daughter in law of Lv Mingran,Tan Renchang is future daughter in law and adoptive daughter of Lv Mingran,Tan Renchang is adoptive daughter and ex-wife of Lv Mingran,,a
c,a,What is the relationship between Tan Renchang and Cheng Ge?,Cheng Ge is adoptive son and deceiver of Tan Renchang,Tan Renchang is admired by x and friend of Cheng Ge,Tan Renchang is friend and employee of Cheng Ge,Tan Renchang is employee and colleague of Cheng Ge,,a
